19150414,AL,123,54,CLE,5,100001300,1,-1,DET,1,000100000,1,-1
19150414,AL,100,51,BOS,0,000000000,1,-1,PHA,2,00000020x,1,-1
19150414,AL,215,78,CHA,7,1000000200103,1,-1,SLA,6,3000000000102,1,-1
19150414,AL,102,51,NYA,0,000000000,1,-1,WS1,7,10013011x,1,-1
19150414,NL,103,54,PHI,3,100000101,1,-1,BSN,0,000000000,1,-1
19150414,NL,130,51,SLN,2,000000020,1,-1,CHN,7,03021100x,1,-1
19150414,NL,119,54,PIT,9,010300014,1,-1,CIN,2,000010001,1,-1
19150414,NL,127,51,BRO,3,003000000,1,-1,NY1,16,43000531x,1,-1
19150415,AL,119,51,CLE,4,010003000,2,-1,DET,5,00200300x,2,-1
19150415,AL,140,54,BOS,5,001100102,2,-1,PHA,3,000012000,2,-1
19150415,AL,160,54,CHA,16,720221002,2,-1,SLA,0,000000000,2,-1
19150415,AL,130,54,NYA,3,100101000,2,-1,WS1,1,000100000,2,-1
19150415,NL,95,54,PHI,7,000400300,2,-1,BSN,1,000100000,2,-1
19150415,NL,120,54,SLN,4,004000000,2,-1,CHN,2,010010000,2,-1
19150415,NL,90,51,PIT,1,000100000,2,-1,CIN,2,00000110x,2,-1
19150415,NL,85,51,BRO,0,000000000,2,-1,NY1,2,00010010x,2,-1
19150416,AL,147,54,CLE,9,000110610,3,-1,DET,6,010030011,3,-1
19150416,AL,150,54,BOS,6,100140000,3,-1,PHA,6,000140100,3,-1
19150416,AL,120,51,CHA,2,101000000,3,-1,SLA,4,00010030x,3,-1
19150416,AL,115,51,NYA,2,020000000,3,-1,WS1,3,11000100x,3,-1
19150416,NL,120,51,SLN,2,100100000,3,-1,CHN,4,00220000x,3,-1
19150416,NL,105,51,PIT,2,000100100,3,-1,CIN,4,00300100x,3,-1
19150416,NL,105,54,BRO,5,002000003,3,-1,NY1,3,000001011,3,-1
19150417,AL,114,51,CLE,0,000000000,4,-1,DET,5,03101000x,4,-1
19150417,AL,135,54,NYA,9,020201031,4,-1,PHA,1,010000000,4,-1
19150417,AL,127,53,CHA,3,000100020,4,-1,SLA,4,000000004,4,-1
19150417,AL,120,54,BOS,7,010400002,4,-1,WS1,5,001200200,4,-1
19150417,NL,130,51,BRO,1,000000010,4,-1,BSN,5,00001103x,3,-1
19150417,NL,171,54,SLN,7,100020004,4,-1,CHN,4,022000000,4,-1
19150417,NL,118,54,PIT,3,010000002,4,-1,CIN,2,110000000,4,-1
19150417,NL,109,54,PHI,7,202201000,3,-1,NY1,1,000100000,4,-1
19150418,AL,160,51,CHA,7,000301300,5,-1,DET,8,23020001x,5,-1
19150418,AL,140,54,CLE,6,203000001,5,-1,SLA,1,000000001,5,-1
19150418,NL,133,59,PIT,1,0000001000,5,-1,CHN,2,0010000001,5,-1
19150418,NL,142,51,SLN,2,200000000,5,-1,CIN,6,20100102x,5,-1
19150419,AL,114,51,CHA,1,000100000,6,-1,DET,6,00030210x,6,-1
19150419,AL,148,54,NYA,11,020204210,5,-1,PHA,6,000031110,5,-1
19150419,AL,145,51,CLE,2,100000100,6,-1,SLA,7,10001014x,6,-1
19150419,AL,100,51,BOS,2,100010000,5,-1,WS1,4,00000202x,5,-1
19150419,NL,122,51,BRO,2,010001000,5,-1,BSN,7,40003000x,4,-1
19150419,NL,113,51,BRO,4,201000100,6,-1,BSN,6,12010020x,5,-1
19150419,NL,148,53,PIT,7,202200010,6,-1,CHN,8,100040201,6,-1
19150419,NL,117,51,SLN,1,000100000,6,-1,CIN,4,00400000x,6,-1
19150419,NL,111,54,PHI,3,001000002,4,-1,NY1,0,000000000,5,-1
19150420,AL,117,51,CHA,3,200100000,7,-1,DET,6,20000310x,7,-1
19150420,AL,106,51,NYA,2,100001000,6,-1,PHA,6,00212001x,6,-1
19150420,AL,152,54,CLE,9,004001022,7,-1,SLA,0,000000000,7,-1
19150420,AL,110,54,BOS,5,002001101,6,-1,WS1,2,200000000,6,-1
19150420,NL,125,59,BRO,3,0002000010,7,-1,BSN,4,0200010001,6,-1
19150420,NL,128,54,PIT,8,201200300,7,-1,CHN,6,000002310,7,-1
