19190419,NL,,60,BRO,5,1100000003,1,-1,BSN,2,0000002000,1,-1
19190419,NL,,54,BRO,3,000021000,2,-1,BSN,2,000000110,2,-1
19190423,AL,,54,BOS,10,210000016,1,0,NYA,0,000000000,1,0
19190423,AL,,54,CHA,13,003510013,1,1,SLA,4,201000100,1,0
19190423,AL,130,76,PHA,0,0000000000000,1,1,WS1,1,0000000000001,1,0
19190423,NL,,54,BRO,6,010000005,3,1,BSN,1,000000001,3,1
19190423,NL,157,51,SLN,2,000110000,1,0,CIN,6,00000015x,1,1
19190423,NL,,54,NY1,10,001313110,1,2,PHI,7,100200013,1,1
19190424,AL,178,78,PHA,6,0000031000011,2,2,WS1,5,1000200010010,2,2
19190424,AL,,54,CHA,5,004010000,2,-1,SLA,2,200000000,2,-1
19190424,NL,,51,PIT,1,000010000,1,0,CHN,5,05000000x,1,1
19190424,NL,115,51,SLN,1,100000000,2,0,CIN,3,00200010x,2,2
19190424,NL,,51,NY1,5,011300000,2,0,PHI,8,20003300x,2,1
19190425,AL,,51,CLE,2,010000001,1,1,DET,4,00300010x,1,3
19190425,AL,,51,CHA,2,200000000,3,-1,SLA,7,24001000x,3,-1
19190425,NL,,54,PIT,6,201000030,2,2,CHN,5,001011011,2,1
19190425,NL,130,51,SLN,1,000001000,3,0,CIN,5,00030011x,3,0
19190425,NL,,51,NY1,3,100020000,3,-1,PHI,6,40110000x,3,-1
19190426,AL,,54,CLE,3,001001100,2,1,DET,1,000100000,2,0
19190426,AL,,54,CHA,9,300006000,4,0,SLA,4,103000000,4,0
19190426,NL,,54,PIT,6,001003020,3,0,CHN,3,000102000,3,0
19190426,NL,123,51,SLN,1,000000100,4,0,CIN,5,31001000x,4,1
19190427,AL,118,54,BOS,8,300113000,2,1,WS1,0,000000000,3,0
19190427,AL,,54,CHA,6,010021101,5,-1,DET,4,010100101,3,-1
19190427,NL,,51,PIT,1,000100000,4,0,CIN,4,01200001x,5,1
19190427,NL,105,51,SLN,1,000000010,5,-1,CHN,7,11200030x,4,-1
19190428,AL,,70,PHA,2,010001000000,3,1,NYA,3,000000020001,2,0
19190428,AL,125,54,BOS,6,000300030,3,0,WS1,5,002000120,4,0
19190428,NL,,54,NY1,5,002001020,4,1,BSN,4,000100003,4,0
19190428,NL,,54,BRO,10,320011021,4,2,PHI,1,000001000,4,0
19190429,AL,,54,CHA,3,000210000,6,1,DET,1,000000001,4,0
19190429,AL,,54,PHA,7,000200500,4,0,NYA,1,000000001,3,1
19190429,AL,127,51,BOS,2,000010001,4,1,WS1,4,03000010x,5,0
19190429,AL,,54,CLE,2,100100000,3,-1,SLA,0,000000000,5,-1
19190429,NL,,54,SLN,1,010000000,6,0,CHN,0,000000000,5,1
19190429,NL,,51,PIT,1,000000001,5,1,CIN,8,20004200x,6,1
19190429,NL,,51,BRO,5,000300110,5,1,PHI,8,40300100x,5,1
19190430,AL,,51,PHA,3,001001010,5,1,NYA,5,21002000x,4,1
19190430,AL,,54,CLE,4,130000000,4,1,SLA,2,000010100,6,0
19190430,AL,,54,BOS,6,112020000,5,2,WS1,1,000000001,6,1
19190430,AL,,54,CHA,9,102014001,7,-1,DET,7,200001013,5,-1
19190430,NL,,60,NY1,5,0000001013,5,2,BSN,2,0100001000,5,1
19190430,NL,,120,BRO,9,02300000100000000030,6,3,PHI,9,10300002000000000030,6,1
19190430,NL,,51,SLN,0,000000000,7,-1,CHN,4,10000201x,6,-1
19190501,AL,155,54,NYA,7,020000104,5,0,BOS,3,100000020,6,0
19190501,AL,,54,DET,8,320110001,6,1,CLE,1,100000000,5,0
19190501,NL,127,54,CIN,6,040010010,7,-1,SLN,3,000210000,8,-1
19190502,AL,,54,NYA,3,110000010,6,0,BOS,1,000000100,7,0
19190502,AL,,54,DET,14,100030505,7,0,CLE,6,200010030,6,0
19190502,AL,,54,WS1,7,002011021,7,0,PHA,2,000002000,6,1
19190502,AL,,54,SLA,11,150101201,7,-1,CHA,4,010002010,8,-1
19190502,NL,,51,BSN,0,000000000,6,0,BRO,3,00010002x,7,0
19190502,NL,,51,PHI,2,000010001,7,0,NY1,14,00551210x,6,2
19190502,NL,137,54,CHN,4,000220000,7,1,PIT,2,000020000,6,0
19190502,NL,123,51,CIN,1,001000000,8,-1,SLN,8,00203300x,9,-1
19190503,AL,,51,NYA,2,100000001,7,1,BOS,3,00020001x,8,0
19190503,AL,,51,DET,0,000000000,8,0,CLE,9,11220030x,7,2
19190503,AL,,54,WS1,9,002202102,8,2,PHA,4,010102000,7,1
19190503,NL,,77,BSN,4,0101010000010,7,1,BRO,5,0010001100011,8,0
19190503,NL,,51,PHI,3,010002000,8,0,NY1,4,00210001x,7,1
19190503,NL,117,66,CHN,2,00000100001,8,1,PIT,1,00100000000,7,1
19190503,NL,,54,CIN,7,122000002,9,-1,SLN,2,002000000,10,-1
